age,gender,exp,region,marka,year,engine,kbm,rise
48,1,39,201,Ford,1983,94,1,1
38,0,38,197,Chevrolet,2004,108,3,1
30,0,1,58,Toyota,2000,101,0,1
45,1,6,80,Subaru,1988,399,0,0
37,0,1,219,Cadillac,2009,105,4,0
43,1,17,163,Infiniti,2009,126,2,0
43,1,5,128,Nissan,2003,107,3,1
51,0,2,25,Chevrolet,2006,230,0,0
56,0,6,16,Chevrolet,1999,100,0,0
28,1,25,84,Volkswagen,1988,125,0,1
44,0,18,172,Nissan,2011,94,2,0
42,1,7,156,Buick,1989,332,2,0
27,0,8,77,Ford,1992,410,1,0
46,0,18,31,Dodge,2003,114,1,0
43,0,3,162,Mitsubishi,1997,245,3,0
47,1,3,114,Chrysler,1999,151,4,0
34,0,10,118,Buick,2007,114,4,1
33,1,5,131,Mitsubishi,2002,424,2,0
48,0,20,199,Ford,1970,126,3,1
59,1,4,177,BMW,1993,389,2,0
55,0,7,95,Volkswagen,2011,164,1,1
44,0,13,69,Nissan,2005,111,3,0
39,1,1,12,Acura,2011,415,0,0
37,0,27,71,Toyota,1999,82,3,1
45,0,5,58,Chevrolet,1992,435,3,0
35,1,19,200,Mercury,2002,157,2,0
60,0,11,47,BMW,2000,104,3,0
46,1,21,180,Geo,1993,90,4,1
57,1,36,145,Chevrolet,2002,123,4,1
49,0,32,35,Saab,2008,87,0,0
28,1,2,182,BMW,2012,122,4,0
53,1,9,179,Maserati,2005,106,4,0
37,0,8,108,Audi,2011,179,4,1
45,0,13,182,Cadillac,2007,110,2,1
47,1,17,217,Chevrolet,1993,102,1,0
40,1,6,200,Nissan,2010,101,4,0
45,1,31,163,Ford,2008,143,3,1
58,1,30,135,Pontiac,2006,124,3,0
48,1,19,2,Maybach,2008,98,3,1
46,1,4,59,Pontiac,2004,440,0,1
32,1,20,183,Mitsubishi,2000,157,4,0
54,1,25,149,Dodge,1993,155,4,0
51,1,5,67,Dodge,2011,125,4,0
48,0,25,172,Chevrolet,2007,81,1,1
39,0,7,41,Chrysler,1994,99,4,0
42,1,16,2,Chevrolet,1999,152,3,0
53,0,21,220,Nissan,2000,88,2,1
39,0,22,99,Ford,2005,157,2,0
44,0,18,193,Plymouth,1999,143,0,1
56,1,15,158,Buick,2005,103,1,1
49,0,7,148,Lincoln,1989,400,2,1
43,0,10,78,Honda,2000,138,1,1
46,1,21,49,Oldsmobile,2003,102,4,1
37,0,10,14,Mazda,2003,112,4,1
33,0,1,17,Ford,1999,344,1,0
37,1,5,173,Dodge,2012,324,3,1
22,1,7,181,Nissan,1998,159,1,1
44,0,5,31,Audi,2001,489,3,1
55,0,5,90,GMC,2007,107,4,1
60,0,5,164,Dodge,2009,114,0,1
36,1,38,208,Mazda,2011,159,4,1
60,0,4,93,Mercedes-Benz,2005,228,1,1
53,1,25,9,Ford,2001,126,1,1
45,0,28,128,Pontiac,1962,86,3,1
43,0,25,4,Mazda,1997,126,3,0
43,0,6,183,Toyota,2011,190,1,0
49,0,28,72,Ferrari,2009,81,3,1
36,1,25,8,Pontiac,1997,112,0,1
50,0,17,69,Mercury,2006,100,0,1
64,1,3,179,Suzuki,2007,498,2,0
56,0,19,6,Nissan,1998,127,4,0
41,0,4,112,Buick,1989,428,3,1
42,0,29,12,GMC,1992,146,1,0
47,1,5,33,Audi,2004,159,0,1
60,0,21,183,Audi,1993,88,4,0
45,0,17,147,Mercury,1985,133,1,0
53,0,24,81,Mercedes-Benz,2011,152,4,0
51,1,39,121,Chrysler,1993,512,0,1
49,1,23,118,BMW,2012,157,2,1
53,0,15,15,Suzuki,1999,585,3,1
55,0,17,132,Fillmore,1960,82,2,1
52,1,8,168,Infiniti,2003,235,0,0
45,1,26,203,Chevrolet,1993,118,1,1
41,0,5,183,Toyota,2006,236,3,1
45,1,22,198,Buick,2012,100,3,1
36,0,13,125,Mercedes-Benz,1992,118,1,0
32,0,6,174,Mercedes-Benz,1992,451,1,0
65,1,8,168,Chevrolet,1996,176,2,0
43,1,4,180,Saab,2006,195,2,1
44,0,36,125,Isuzu,2003,140,1,0
49,1,5,18,Buick,1990,180,2,0
41,1,14,208,Lotus,2007,84,2,1
35,1,17,128,Ford,2001,80,3,0
41,1,10,58,GMC,2011,128,2,1
56,1,23,91,Toyota,2001,89,0,0
35,0,13,90,Mercedes-Benz,1998,121,0,0
51,1,15,182,Hyundai,2003,80,4,0
43,1,6,171,Land Rover,1994,135,3,0
41,0,13,92,Dodge,1993,159,1,0
56,1,1,40,Hyundai,2002,286,1,1
37,1,3,65,Mercedes-Benz,1998,248,1,1
40,1,4,54,Dodge,2011,186,1,0
41,1,5,11,Lincoln,2011,94,2,1
45,1,16,89,Dodge,2006,149,1,0
57,1,13,204,Volkswagen,1988,125,0,1
64,1,8,62,Land Rover,2003,100,1,1
36,0,28,193,Subaru,2006,134,3,1
50,1,20,57,Mercedes-Benz,2003,357,4,0
38,1,35,143,Buick,2002,107,3,1
28,0,22,5,Dodge,1997,98,1,0
38,0,35,13,GMC,2002,111,3,0
57,0,23,161,Ford,2005,94,2,0
58,0,15,59,BMW,2009,104,3,1
49,1,12,209,Acura,2002,148,2,1
51,0,10,185,Cadillac,1997,93,4,0
41,0,13,63,Honda,2006,112,4,1
49,0,15,111,Mercury,1993,119,2,1
62,0,26,206,Chevrolet,1992,108,4,0
56,0,9,127,Pontiac,1984,158,1,0
45,0,15,165,Dodge,1995,128,0,1
31,0,13,217,Dodge,2010,106,0,0
46,0,16,36,BMW,2004,154,1,1
57,0,3,133,Rolls-Royce,2005,299,0,1
53,0,12,121,Ford,1999,90,3,1
55,1,5,211,Nissan,2009,108,1,1
39,0,4,134,Toyota,1997,220,3,0
44,0,7,120,Toyota,2001,159,0,0
48,0,5,127,Isuzu,1994,245,0,0
47,0,3,54,Buick,1991,253,1,1
27,0,13,18,Honda,2011,96,3,0
47,0,28,67,Volvo,2007,150,4,1
53,1,40,57,GMC,2010,148,1,0
48,1,17,205,Suzuki,1992,159,0,1
42,1,3,114,Volvo,2007,118,2,0
55,0,19,209,Mazda,1985,143,4,1
30,0,5,164,Ford,2004,156,1,1
47,1,11,86,Mitsubishi,2011,143,1,1
52,1,4,133,Chevrolet,2000,158,3,1
41,0,3,185,Chevrolet,1993,185,2,0
42,0,5,38,Geo,1997,135,0,1
32,0,4,13,Toyota,2003,583,2,0
27,1,3,159,Cadillac,2004,376,4,1
45,1,8,121,Mercury,1991,361,2,0
38,1,36,153,Pontiac,1973,81,4,1
53,1,11,135,Ford,2004,119,4,1
34,0,5,173,Toyota,2012,118,3,0
46,1,10,175,Lincoln,1987,80,3,1
39,0,6,75,Pontiac,1994,130,3,0
39,1,25,113,Ford,1989,80,1,1
36,0,9,137,GMC,2013,111,4,0
51,0,20,94,BMW,2010,111,3,0
41,1,6,11,Porsche,1999,388,3,1
55,0,6,83,Ford,1997,149,2,0
27,0,20,150,Mercedes-Benz,2011,138,0,1
36,0,3,45,Buick,1993,495,4,1
48,1,25,151,Toyota,1999,111,0,0
40,0,21,53,Chevrolet,2012,127,1,0
40,1,37,156,Mercedes-Benz,2008,673,1,1
41,0,18,201,Chevrolet,1991,98,0,0
36,1,21,62,Saab,2006,143,4,0
51,1,6,57,Pontiac,1993,152,1,1
33,0,14,36,Pontiac,1985,127,4,0
56,1,1,1,Volkswagen,2009,374,3,0
56,1,18,90,Acura,2008,136,2,1
39,1,7,2,Toyota,2003,141,1,1
54,0,7,141,Volvo,2006,102,3,1
35,0,3,20,Honda,1989,355,3,0
57,1,1,25,Subaru,2005,199,4,1
43,1,8,65,Lexus,2010,471,3,1
41,0,2,189,Ford,2013,452,1,1
57,0,19,50,Audi,1991,141,4,1
47,1,10,118,Volvo,2005,145,4,1
38,0,29,163,Dodge,2004,111,0,1
56,0,7,21,Ford,1997,316,4,1
39,0,4,7,Ford,1985,95,0,1
47,0,19,58,Dodge,2010,85,1,1
57,0,31,13,Lexus,1996,135,3,0
45,0,10,211,Lexus,2010,122,2,0
38,1,7,121,Acura,2005,300,2,0
35,1,9,84,Chevrolet,1973,123,2,1
41,0,14,11,Pontiac,1987,93,4,1
48,1,32,175,Chevrolet,2006,104,2,0
54,0,15,123,Mazda,1995,129,4,0
25,0,19,141,McLaren,2012,147,1,0
53,0,14,85,GMC,2011,86,4,0
35,0,5,49,Acura,2011,245,2,1
36,0,24,175,Subaru,1997,622,3,0
39,0,1,115,GMC,2010,219,3,1
49,0,14,190,Mitsubishi,2002,138,1,0
44,1,2,66,Toyota,2009,233,2,1
50,0,14,214,Nissan,2005,120,4,0
57,1,25,125,Subaru,2007,94,1,1
31,1,14,128,Toyota,1997,150,4,1
61,1,18,217,Aptera,2010,112,3,1
50,1,37,206,Aston Martin,2011,140,1,1
57,0,20,44,Volkswagen,2006,120,0,1
49,0,18,96,Ford,2001,99,3,0
48,1,6,84,Hyundai,2006,656,2,0
41,1,15,27,Honda,2002,85,0,1
52,0,25,129,Mercedes-Benz,2009,148,2,0
36,0,5,57,Chevrolet,2006,276,0,0
52,1,6,3,GMC,1997,91,4,1
46,1,6,51,Audi,1990,88,0,0
39,1,21,41,Ford,1998,121,3,0
28,0,18,24,Audi,2002,109,4,0
47,1,11,138,Volvo,2011,120,0,0
39,1,21,120,Volkswagen,2002,133,4,1
63,1,36,106,BMW,2006,141,2,1
53,1,5,182,Honda,2006,100,0,1
53,0,23,150,Mazda,2003,678,2,1
51,1,6,147,Audi,1987,423,3,0
43,1,1,94,Ford,2002,169,3,1
49,1,7,156,Ford,2006,472,4,0
51,0,3,209,Cadillac,2009,258,0,1
41,0,22,63,Ford,1983,91,3,1
67,0,2,115,Mitsubishi,1992,326,2,0
39,1,8,33,Mazda,2011,91,2,0
34,0,8,95,Oldsmobile,1994,296,1,0
54,1,3,214,Mazda,1988,125,0,0
37,0,16,47,Bentley,2006,124,3,1
45,1,5,164,Toyota,2003,210,1,0
54,0,13,206,Buick,1993,106,3,1
42,1,5,132,Chevrolet,2001,219,4,1
33,0,2,116,Chevrolet,2011,155,4,1
50,0,6,215,Geo,1995,141,0,1
43,0,1,18,BMW,2006,209,0,1
35,1,7,98,Toyota,2003,104,4,1
46,0,6,102,Chevrolet,1999,197,0,0
53,0,7,162,Chrysler,2011,308,1,0
53,1,7,4,Aston Martin,2008,217,1,0
49,0,1,81,Honda,2009,199,0,0
34,0,8,220,GMC,2006,149,4,1
44,0,6,136,Toyota,2007,539,0,1
51,0,30,30,Ford,2011,135,4,1
41,0,7,187,Ford,2012,530,4,0
47,1,19,155,Jeep,2010,157,2,0
59,1,3,200,Acura,2006,497,2,0
40,0,8,200,Chevrolet,2012,402,2,1
46,1,17,60,Pontiac,1989,149,0,1
47,0,24,7,Cadillac,2004,100,3,0
44,0,4,130,Mercedes-Benz,1992,353,0,1
49,1,37,86,Ford,1989,676,4,1
37,1,15,185,Chevrolet,2008,136,4,0
34,1,5,49,Lamborghini,2006,137,0,0
47,1,10,111,Nissan,1990,153,3,1
49,0,12,81,Bentley,2010,138,4,0
34,0,5,189,Chevrolet,1967,92,3,0
43,1,5,12,GMC,2010,420,0,1
58,0,10,192,Lexus,1998,106,3,1
50,0,31,147,Acura,1988,142,0,0
54,0,22,100,Honda,2006,144,4,1
39,0,7,133,Chrysler,2005,321,0,0
40,1,32,49,Suzuki,1992,103,3,0
37,0,18,202,Chevrolet,2010,134,1,1
52,0,14,40,Mercedes-Benz,2007,108,3,1
46,1,13,123,Pontiac,2010,81,2,1
34,0,10,181,Cadillac,2010,101,2,1
51,1,37,177,Ford,2010,107,0,0
53,0,8,215,Volvo,1998,124,1,0
47,0,11,93,Honda,2011,114,3,0
53,1,35,79,Pontiac,1987,643,0,0
42,0,7,109,Suzuki,2004,123,3,1
43,1,6,198,Cadillac,2002,265,1,1
36,0,9,149,Porsche,1988,158,0,1
39,1,6,98,Ford,1997,359,4,1
50,1,5,122,Lexus,2008,343,3,0
47,1,10,89,Audi,2001,124,1,1
44,1,16,89,Mercedes-Benz,2005,156,4,1
44,0,5,89,Audi,2012,507,1,1
38,1,1,53,Subaru,2011,289,4,1
30,0,8,169,Ford,1990,134,3,1
48,1,35,212,Dodge,1992,116,2,1
36,0,13,22,Saab,2002,125,1,1
38,1,15,7,Infiniti,2012,132,4,1
58,1,17,62,Mitsubishi,1992,138,3,0
61,1,7,51,Mazda,1998,126,3,0
42,0,5,70,Mercury,2004,161,1,1
39,0,1,217,Suzuki,1992,124,1,0
50,0,39,150,Isuzu,2008,152,2,0
37,0,6,93,Mazda,2006,97,4,1
46,1,8,91,Mercury,2010,158,1,1
29,1,5,2,Volkswagen,1994,106,2,1
43,0,4,162,Kia,1997,423,3,1
52,1,8,172,Bentley,2012,125,1,1
42,0,2,28,Subaru,2007,244,1,0
49,0,10,129,Chrysler,2003,98,0,1
52,0,37,159,Suzuki,2010,86,4,0
60,0,5,176,Chevrolet,1998,119,1,1
44,1,25,24,Cadillac,1996,128,4,0
55,0,2,39,Chevrolet,2001,459,4,1
44,1,12,96,Chrysler,2000,101,4,0
42,0,1,118,Cadillac,2007,245,0,0
38,1,2,51,Cadillac,2010,396,2,0
38,0,31,40,Ford,2010,92,2,0
34,0,34,97,Hyundai,2002,116,1,1
54,0,4,195,Chevrolet,2001,217,3,1
63,1,2,78,Ford,1988,300,2,1
45,1,1,37,Nissan,1992,271,3,0
36,0,18,197,Jaguar,2009,97,4,1
49,0,21,66,GMC,2007,137,3,1
26,0,2,63,Isuzu,1998,343,2,1
59,1,7,145,Mitsubishi,1989,93,3,1
46,0,2,149,GMC,1998,459,2,0
49,0,7,151,Eagle,1991,489,0,1
35,0,7,115,Acura,1989,128,4,0
46,0,28,100,Toyota,2012,108,0,1
42,1,2,216,Porsche,2013,253,0,0
27,1,22,208,Chevrolet,1996,125,3,0
47,1,3,64,Chevrolet,2005,447,3,0
40,1,3,82,Chevrolet,2008,111,0,1
50,1,23,176,Oldsmobile,1999,155,3,1
49,0,4,76,Lamborghini,1986,412,4,0
45,1,38,139,Pontiac,2000,619,2,0
34,1,5,131,Nissan,2010,420,3,1
39,1,38,109,Isuzu,2000,520,3,0
47,0,4,41,Volkswagen,1997,194,0,1
59,1,3,161,Cadillac,1992,171,3,1
48,0,16,169,Infiniti,2006,124,3,0
45,0,14,171,Scion,2011,142,3,0
43,1,23,1,Ford,2007,116,3,0
45,1,14,94,Pontiac,1971,146,3,0
52,0,12,144,Mercedes-Benz,2001,80,0,1
49,0,8,175,Buick,1990,409,3,1
49,1,20,85,Mercury,1993,122,2,1
57,0,28,53,Chevrolet,2011,97,0,1
44,0,14,215,Ford,1994,106,0,0
39,1,3,220,Ford,1992,117,3,0
32,0,2,209,Maserati,2011,201,4,0
45,0,9,47,Audi,1985,116,2,1
41,0,39,177,Suzuki,1998,534,3,0
60,0,18,155,Lexus,2013,157,3,1
47,0,7,71,Lexus,2011,386,4,1
36,0,30,105,Ford,1985,457,3,1
45,0,14,200,Dodge,1993,116,2,0
33,0,14,202,Ford,2010,633,4,1
41,1,4,118,Hyundai,1997,147,0,1
42,0,6,13,Acura,1992,271,4,0
58,1,15,171,Land Rover,2009,160,1,0
39,1,27,141,Ford,2010,158,0,0
33,1,9,24,Acura,1994,143,3,0
37,0,4,136,Dodge,2010,173,3,0
59,0,5,97,Ford,1995,338,0,1
53,0,32,78,MINI,2006,361,2,1
37,0,7,88,GMC,1994,97,2,1
53,0,7,84,Buick,1979,380,2,1
41,0,6,182,Suzuki,2003,328,1,1
43,1,6,45,Maybach,2012,228,2,0
39,0,5,101,Lexus,2012,166,0,0
44,1,3,135,Ford,1997,159,1,0
62,0,3,146,Pontiac,2005,154,1,1
40,1,5,76,Honda,2009,163,2,1
58,1,24,79,Volkswagen,2010,126,2,1
48,0,7,157,Ford,1991,98,3,0
32,1,25,219,Infiniti,2006,104,4,1
33,1,3,96,Toyota,2009,173,1,0
49,1,3,35,Mercedes-Benz,1988,677,1,0
36,1,5,19,Mercedes-Benz,2008,533,3,1
